symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
AIR,5/31/2024,2024,FY,66.06552707,1.319088319,1.242165242,0.396011396,2.737891738,33.8974359,11.38461538,33.8974359,29.68091168,2491749000,3474549000,53.817473,1.074539221,57.15020642,179.262518,2.094258699,2.094258699,1.498360861,17.09074766,79.69149083,249.967554,0.018581326,0.005578411,0.839300723,0.354402527,4.834235121,2.976226173,3.752314815,0.951965066,0,0,0,0,0.280441495,0.681192661,0.012807797,0.720873786,0.006597956,31.71842547,0.058825922,0.022836005,-24.14672365,922700000,399600000,-238300000,2147500000,375900000,198250000,653600000,66.67557894,46.29116487,142.5884578,5.474268178,7.88487395,2.559814486,0.038914103,0.846153846
AIR,5/31/2023,2023,FY,57.36311239,2.599423631,0.671469741,-0.178674352,1.971181556,31.67435159,24.77233429,31.67435159,8.916426513,1738817000,1988317000,19.27735033,0.8735579,74.62733906,-280.4543548,1.582037121,1.582037121,0.998903291,12.34979503,85.33549356,-320.6962903,0.051874349,-0.003565643,0.271312892,0.16267525,1.549689441,3.123470839,11.95535714,0.259465479,0,0,0,0,0.130652992,1.266094421,0.014820397,1.05734767,0.006782216,43.04112923,0.071001028,0.056601406,-3.81556196,746400000,859600000,363900000,1175700000,307900000,157450000,562300000,60.18236624,35.7026043,129.317761,6.064899452,10.22334385,2.82250479,0.082067146,0.850144092
AIR,5/31/2022,2022,FY,51.12359551,2.210674157,2.112359551,1.626404494,1.502808989,29.05898876,25.69662921,29.05898876,4.769662921,1716632000,1819432000,21.8123507,0.943204396,22.82755319,29.64822107,1.659383277,1.659383277,0.999687912,12.58251729,24.19457447,31.42369603,0.045845586,0.033728836,0.161817303,0.106359997,0.710926694,2.892590465,44.54166667,0.957961783,0,0,0,0,0.076053116,0.230053191,0.009505495,0.52265861,0.004505495,38.01840342,0.066431844,0.054119103,0.141853933,659000000,914800000,467800000,961300000,263100000,141800000,545550000,57.67802198,37.88558535,133.3504778,6.328233658,9.6342711,2.737148047,0.076075399,0.485955056
AIR,5/31/2021,2021,FY,47.20857143,1.022857143,3.005714286,2.682857143,1.48,27.84,24.30285714,27.84,5.52,1489600000,1631400000,41.60893855,0.901531199,14.15969582,15.86368477,1.528735632,1.528735632,0.987350965,11.52932862,15.50760456,17.37380192,0.024033298,0.063037057,0.193144499,0.122231604,1.002120141,2.782066508,17.04,2.272138229,6.71E-05,0.002793296,0,0,0.080405274,0.107414449,0.006838952,0.311294766,0.005567996,25.31240238,0.052605427,0.025284271,-1.835714286,600200000,850600000,371700000,919800000,229900000,159400000,581850000,52.70774073,33.73147341,143.358762,6.924979044,10.82075472,2.546059933,0.036740558,0.322857143
AIR,5/31/2020,2020,FY,59.54022989,0.712643678,-1.037356322,-1.715517241,11.62931034,25.93678161,22.43965517,25.93678161,17.01724138,698784000,964984000,28.17677419,0.337250965,-19.35689751,-11.70492462,0.774190117,0.774190117,0.465725869,11.10453395,-26.73085873,-16.1638861,0.035490223,-0.085434126,0.645801019,0.28037518,3.063291139,3.75541634,4.440860215,-1.455645161,0.015312314,0.431451613,0,0,0.058537759,-0.653739612,0.011389961,0.540045767,0.003523166,20.39320665,0.02268065,0.012670516,-8.45545977,1055600000,780900000,262300000,1402700000,239100000,189700000,573400000,38.96621622,38.7918793,126.1545929,9.367088608,9.409185804,2.893275558,0.02747618,0.67816092
DRS,12/31/2023,2023,FY,10.82758621,0.643678161,0.785440613,0.555555556,1.789272031,8.908045977,3.586206897,8.908045977,1.394636015,5230440000,5260440000,31.13357143,1.850828025,25.51434146,36.072,2.249651613,2.249651613,1.861443737,15.74982036,25.66068293,36.27889655,0.032119669,0.027722333,0.141075269,0.08120822,0.089820359,1.779220779,6.916666667,1.220238095,0,0,0.135881104,0.029016277,0.343897004,0.292682927,0.021231423,0.705882353,0.00601557,11.35839248,0.082124011,0.063396226,-1.10440613,840000000,936000000,204000000,2713000000,1048500000,427500000,324000000,136.7781316,66.03181818,54.58409091,2.668555241,5.527638191,6.686930091,0.072258065,0.229885057
DRS,12/31/2022,2022,FY,12.5255814,1.88372093,0.153488372,-0.148837209,1.423255814,9.893023256,3.344186047,9.893023256,1.990697674,2747700000,2835700000,6.784444444,1.02031192,83.26363636,-85.865625,1.291819464,1.291819464,1.052989231,4.544391026,85.93030303,-88.615625,0.147396004,-0.011646104,0.185237424,0.10715257,0.141025641,1.638195777,16.5,0.081481481,0.144120537,0.977777778,0.132565912,0.021537319,0.382920859,1.96969697,0.024136651,1,0.001856665,20.47689275,0.171666572,0.178492728,-1.423255814,665000000,719000000,157000000,2477000000,968500000,468000000,262000000,140.6869662,78.75590179,54.97403211,2.594412331,4.634573304,6.639498433,0.190409027,0.302325581
DRS,12/31/2021,2021,FY,19.85517241,1.062068966,1.227586207,0.813793103,1.655172414,10.9862069,3.24137931,10.9862069,3.620689655,1365900000,1615900000,8.869480519,0.474435568,7.673595506,11.57542373,0.857438795,0.857438795,0.561271275,5.515017065,9.078089888,13.6940678,0.112746175,0.086389926,0.307595731,0.159661127,0.853242321,1.404448938,6.742857143,1.155844156,0,0,0.101771448,0.016672456,0.365917237,0.337078652,0.02084057,1.034482759,0,16.20285349,0.087239558,0.079136691,-3.167241379,400000000,470000000,-87000000,1887000000,894000000,478500000,226000000,113.9753387,74.97212693,32.08619211,3.202447164,4.868475992,11.37560976,0.096672944,0.413793103
DRS,12/31/2020,2020,FY,18.54658344,0.567480055,0.834529492,0.46066028,0.407250392,9.526988684,2.069633141,9.526988684,3.965684147,1460403750,1929403750,17.18122059,0.525703294,11.68323,21.16527174,1.023408374,1.023408374,0.694529788,8.425343886,15.43523,27.96237319,0.058203083,0.047247208,0.371408549,0.179296346,2.048034934,1.295384615,2.828125,1.470588235,0,0,0.10187185,0.014758819,0.377875507,0.448,0.020158387,1.056603774,0,11.02920946,0.070192167,0.046220772,-4.524818907,288000000,310000000,-266000000,1760000000,895500000,507000000,228000000,116.8052556,76.38791594,39.47241681,3.124859393,4.778242678,9.246963563,0.059565522,0.373869213
DRS,12/31/2019,2019,FY,18.71724138,0.517241379,1.082758621,0.703448276,0.586206897,7.027586207,-0.737931034,7.027586207,6.110344828,752550000,1488550000,10.034,0.277284451,4.793312102,7.377941176,0.738518155,0.738518155,0.548470892,7.054739336,9.481210191,14.59362745,0.099661152,0.135539167,0.805691855,0.284279778,3.488151659,1.24975025,2.507692308,2.093333333,0,0,0.102063375,0,0.389889197,0.350318471,0.020265291,1.078431373,0,9.043592406,0.069937071,0.042565267,-6.917241379,250000000,-107000000,-618000000,1629000000,,,,121.3080324,86.75831486,33.82926829,3.00886918,4.207089552,10.78947368,0.07360157,0.379310345
ONTO,12/30/2023,2023,FY,16.66022748,2.474096915,3.511731433,3.050785159,14.24947418,35.46047661,25.59369831,35.46047661,0.398623675,7487665900,7273678900,61.80032767,9.177545755,43.53977601,50.11824565,4.311842779,4.311842779,8.915264356,37.51484826,42.29547022,48.68593641,0.016181144,0.019952813,0.011241351,0.01022196,-1.103662939,8.686805302,0,1.419399302,0,0,0.101912319,0.128013355,0.253015114,0.131258977,0.027667466,0.335847765,0.03127099,44.42954822,0.065921502,0.084932907,17.52950726,1135541000,1253349000,1110090000,1740698000,233975500,52197500,326027500,101.355783,41.05055378,269.8121712,3.601175868,8.891475666,1.352792939,0.069770549,0.460946274
ONTO,12/31/2022,2022,FY,20.33795322,4.518735837,2.765923438,2.393533506,11.08336031,32.30062318,21.41506151,32.30062318,0.546981224,3365280160,3211431160,15.06837365,3.34792785,24.61745653,28.44748145,2.108008865,2.108008865,3.194872138,10.99812725,23.49203134,27.14696073,0.066364163,0.035152497,0.01379519,0.012270017,-0.526883746,7.068299306,47.23887448,0.612101158,0,0,0.069223216,0.11137574,0.299748783,0.134634939,0.018310099,0.284633943,0.024300053,57.30667177,0.135210868,0.177692733,14.01210444,974314000,1058418000,936435000,1604302000,209300000,75456500,283695000,87.65485986,42.71161597,254.0184178,4.164058908,8.545684628,1.436903683,0.139896243,0.372389932
ONTO,1/1/2022,2021,FY,16.02085618,2.890804598,3.559583283,3.315096869,10.38428577,28.96013566,16.91570204,28.96013566,0.359896024,4984767660,4832887660,35.01793241,6.318638584,28.43872217,30.53606094,3.495494676,3.495494676,6.126117108,23.260422,27.57222779,29.60566313,0.028556797,0.032748166,0.012427291,0.010741823,-0.730990071,6.135465876,0,1.231338251,0,0,0.086145375,0.121838157,0.359490439,0.068683999,0.015260509,0.182960745,0.024771232,43.40111864,0.099054015,0.134708215,11.00773222,793563000,832963000,724331000,1468749000,163228000,86822500,217162500,81.98745974,97.77649779,246.6126015,4.451900341,3.733003413,1.480054132,0.099820133,0.244486414
ONTO,12/26/2020,2020,FY,11.32562683,0.631410778,2.156952133,2.079025562,7.605869424,25.73970205,13.02012781,25.73970205,0.425858841,2359510720,2243715720,76.05191684,4.239941922,22.26289553,23.09735911,1.86560046,1.86560046,4.031863158,27.8989309,21.17032495,21.96383652,0.013148912,0.043294993,0.016544824,0.014252417,-1.439824428,6.092554813,0,3.416083803,0,0,0.117359334,0.151993905,0.425691949,0.036128095,0.006880553,0.056660452,0.031737874,19.12269122,0.023959822,0.036795097,7.689733597,611570000,639757000,528235000,1324509000,136453500,52498000,183675500,97.89219509,101.420176,251.0194646,3.728591433,3.598889435,1.454070506,0.024530617,0.077926571
ONTO,12/31/2019,2019,FY,10.28948165,0.064247032,0.610380437,0.381580275,10.77183895,42.51828181,19.67523294,42.51828181,0.960072656,1086297660,980500660,568.7422304,3.551199296,59.86430398,95.75966678,0.859395028,0.859395028,3.205339919,91.71271724,54.03398325,86.43341502,0.001758266,0.01044281,0.019679975,0.017172679,-9.895893742,7.483573003,-1.560010911,9.50052356,0,0,0.173317075,0.158086408,0.468804622,0.374848451,0.022236316,0.414503352,0.034603264,7.839811944,0.014195779,0.002482199,10.64586767,555921000,584925000,457110000,1357030000,93925000,29209500,136477000,147.5483171,59.25258094,376.2489758,2.473765931,6.160069219,0.970102308,0.001511045,0.228800161
HUDI,9/30/2023,2023,FY,5.96471697,0.230414559,-0.173124566,-0.427610801,1.428187169,5.28229147,4.977284476,5.26285394,0.835606614,47788214.5,39113734.5,14.66921195,0.566665613,-19.52351468,-7.904384062,0.64223709,0.64223709,0.463804906,10.07010671,-15.97962129,-6.469586337,0.068169988,-0.126512071,0.154792851,0.11181334,-2.233306034,3.548656778,10.49946838,-0.742802762,0,0,0.085151561,0.030246738,0.041863082,-1.469960282,0.042665266,5.026030717,0.000706728,5.223443193,0.033926954,0.033006825,1.985049183,57626269,70371461,51909740,67293615,26041963,5242511,25787168.5,131.8452074,36.13871252,135.4316067,2.768397937,10.09997243,2.695087276,0.043781295,0.254486235
HUDI,9/30/2022,2022,FY,5.772770711,0.145456819,0.606852293,0.59126684,0.997529384,3.751994416,3.671117803,3.733063354,1.766402881,323705848.5,332247389.5,168.2286208,4.238865741,40.32282698,41.38571345,6.554938311,6.554938311,4.350715575,72.61146073,41.3868148,42.47774737,0.005944292,0.024162928,0.440178126,0.256834026,1.866722775,2.50571756,2.301556415,4.120961739,0,0,0.082297119,0.030522857,0.012641008,0.025682449,0.002699822,0.249916664,0,3.495352513,0.048435242,0.02302596,0.517310984,38699894,48564050,29399269,45758921,24984601.5,2536156.5,23794486.5,103.3419076,18.7931644,139.1482588,3.531964994,19.42195536,2.623101453,0.038964466,0.015585453
HUDI,9/30/2021,2021,FY,5.797800675,0.208935168,-0.466223933,-0.54195297,1.266927774,4.248768434,4.146867811,4.226937444,3.12230219,54522355.5,74943757.5,21.53778153,0.776156383,-9.65201416,-8.303303512,1.064600567,1.064600567,1.066866521,14.15585497,-13.26718558,-11.41331403,0.046430037,-0.120433993,0.698474309,0.356838656,3.857324674,1.580576277,2.198975837,-2.209114818,0,0,0.091774491,0.029290338,0.012316079,-0.162430609,0.013061684,1.19520713,0,4.457690815,0.053913993,0.025567555,-0.065680717,28313224,50243778,28313224,36756565,23405744.5,1784381.5,21779429.5,147.2944465,10.61499465,140.7386676,2.478029611,34.38532114,2.593459255,0.049429444,0.075729037
HUDI,9/30/2020,2020,FY,4.350328497,0.244431154,0.235717885,0.186798639,0.058614731,1.89709977,1.808626244,1.880591228,2.567422161,96923437.5,128864949.5,29.16976778,1.638956692,30.24802296,38.16944296,3.791360874,3.791360874,2.179081518,19.41923695,40.21638163,50.74833773,0.034282069,0.026198968,1.280626602,0.473621382,4.813409639,1.092592905,2.062613377,0.954709339,0,0,0.064825067,0.035859767,0.017399137,0.207533026,0.011244954,0.88238588,0,3.216005191,0.071822153,0.048920827,-1.344094823,4012483,24586013,4012483,11902812,19487634,1489554,19341499.5,113.9595536,13.96842166,156.9061589,3.20289075,26.13036813,2.326231186,0.129975696,0.048919246
HUDI,9/30/2019,2019,FY,4.819738189,0.396654492,0.172623963,0.105482667,0.077829297,1.560062529,1.473855044,1.546924359,2.746437811,96923437.5,131050757.5,17.97534163,1.479333466,41.3036514,67.59404389,4.609145858,4.609145858,2.000215596,14.1691736,55.84691322,91.3943096,0.055631766,0.014794203,1.67322001,0.511611523,3.689836907,1.007689399,3.898652305,0.430847811,0,0,0.065931105,0.027123866,0.017039748,0.388945401,0.013930486,1.407945379,0,3.715625943,0.125825098,0.079761738,-1.633253407,365757,20035217,365757,8016896,22313104,1153473,19993780,114.2690392,8.061245182,127.9789843,3.194216058,45.27836479,2.852030761,0.256414924,0.067141297
FLYE,3/31/2024,2023,FY,1.309838983,0.077080712,0.175248399,0.052397885,0.05708242,0.28477153,0.283291754,0.28477153,0.188341718,117528250,134590418,62.01291986,3.649303511,27.27557021,91.22505594,16.7853858,16.7853858,4.179091282,23.15402618,31.23530212,104.4686568,0.016125672,0.010961901,0.639662545,0.127247857,2.935260106,1.043797313,21.44399868,2.273570062,0,0,0.122065571,0.000231636,0.001033711,0.701007909,0.093790546,1.183492238,0,0.702768685,0.174862379,0.05390113,-0.955713737,341392,6965436,-20059437,19862540,622808,1093098.5,4996789,8.159760149,22.56404245,105.2357408,44.73170698,16.17617946,3.468403389,0.270675624,0.122850513
FLYE,3/31/2023,2022,FY,0.897935546,0.056848289,0.07245934,0.054194804,0.014799753,0.112182557,0.112182557,0.112182557,0.132889732,115915000,127657488,84.08344583,5.323321946,65.96803099,88.20033723,42.60911982,42.60911982,5.862588167,29.25783383,72.6507624,97.13525853,0.011892947,0.011337825,1.147683434,0.176241429,2.691262127,1.120959429,23.03465588,1.274608997,0,0,0.106081914,0.003675786,0,0.252066,0.020340587,0.215970657,0,0.378802314,0.247951608,0.077817622,-0.494787897,594148,2720427,-9488873,11640989,334646.5,1040865,4546013,8.811016537,23.62038253,105.4035616,41.42541311,15.45275567,3.462881088,0.506748022,0.018264536
FLYE,3/31/2022,2021,FY,0.708975629,0.016825608,0.000481979,-0.012860041,0.016290062,0.055334268,0.055334268,0.055334268,0.347647711,115915000,123950423,284.0907698,6.742121739,9917.436687,-371.693987,86.38408294,86.38408294,7.209496972,75.96770265,10604.9301,-397.4604401,0.003520002,-0.002690385,6.282683835,0.564792906,4.924812763,0.809618442,0,0.028645584,0,0,0.033249016,0,0,27.68172485,0.01881873,0.322290291,0,0.144735055,0.04524887,0.027335098,-0.444504856,-1222796,1341856,-8384704,7285604,,,,3.049709472,26.27034152,112.4086974,119.6835316,13.89399524,3.247079704,0.304072121,0.013342021
HOVR,12/31/2023,2023,FY,0,-0.000563329,-0.000198269,-0.00021777,1.51E-06,0.01072996,0.010715777,0.01072996,1.91E-05,1.06559E+11,1.06559E+11,-17649.79651,0,-50147.26311,-45656.63404,926.6240956,926.6240956,0,-13615.40125,-50147.33787,-45656.7021,-5.67E-05,-2.19E-05,0.001782655,0.001679183,-0.020298297,0.123480213,0,-0.246665139,0,0,0,0,0.001245053,-0.098356551,0,3.732142857,0,0.011661953,-0.012832915,-0.049514877,-0.000758437,-864387,114845034,-6964387,-432387,216000,435789,-1371183.5,0,0,0,0,0,0,-0.052500554,1.95E-05
HOVR,5/31/2023,2022,FY,0,-1.72E-06,-0.000200425,-0.000215746,4.52E-05,-8.21E-05,-8.21E-05,-8.21E-05,0.000333204,70777867378,70779244135,-8147561.572,0,-70079.52491,-65102.73202,-171171.0683,-171171.0683,0,-66246.83446,-70080.88809,-65103.99839,-1.23E-07,-1.54E-05,-3.880911844,1.136833679,-1.288595183,0.164927439,-18.64801087,0.863445249,0,0,0,0,0,-0.076445223,0,2.865249017,0,5.64E-05,-1.227855203,-0.006154119,-0.000314707,-1242922,-413492,-1579589,-1048816,7500,173234,0,0,156.1945045,0,0,2.336829974,0,0.021008871,1.53E-05
HOVR,5/31/2022,2021,FY,0,-9.90E-05,-9.72E-05,-0.000105065,2.59E-07,-7.65E-05,-7.65E-05,-7.65E-05,0.000135216,2.15543E+11,2.15545E+11,-130398.4929,0,-132786.6272,-122900.3322,-168687.6225,-168687.6225,0,-133497.1847,-132788.0137,-122901.6155,-7.67E-06,-8.14E-06,-1.764768768,1.937214191,-1.393923591,0.02042415,-827.883775,0.98201525,0,0,0,0,0,-0.080441565,0,5.383204156,0,0.000412974,-1.981169229,-1.420039673,-0.000146021,-327626,-1277764,-2434954,-65220,,,,0,95.15447043,0,0,3.835868124,0,1.293631688,7.82E-06
KRT,12/31/2023,2023,FY,20.37966112,1.63127318,2.681728705,2.212995143,2.482780698,8.173447294,7.980678732,7.742795193,2.831542584,494631745.3,542560745.3,15.23350001,1.219352954,9.26641086,11.22912541,3.209435272,3.209435272,1.337506244,8.989789162,10.16431078,12.31720914,0.065644796,0.089054131,0.352444231,0.19652167,0.79414445,3.489313304,21.83113069,1.64394826,0.046911668,0.714628888,0.16504828,0,0.013882206,0.174787838,0.023000067,0.592305739,0.001898183,16.85790076,0.165173899,0.119129733,-0.386931266,110528000,158853000,41222000,230330000,28837500,21155500,71367000,24.98082095,33.78741879,101.7491786,14.61120916,10.80283766,3.587252544,0.210682724,0.468733562
KRT,12/31/2022,2022,FY,21.33462289,1.192842682,1.486715375,0.742853272,0.809133519,7.663741845,7.468885989,7.146665122,3.0600894,284883971.1,327491971.1,12.04685263,0.673553035,9.665602601,19.34433157,2.010728046,2.010728046,0.774291408,6.940006592,11.11121568,22.23752095,0.083009233,0.05169473,0.413948137,0.232572618,0.902922291,3.153899065,14.8810114,1.140767117,0.02444504,0.294485792,0.156580929,0,0.015318727,0.500339282,0.034866429,1.036550221,0.004839735,13.84951486,0.119062564,0.095235027,-1.319753718,84547000,148070000,23558000,199691000,31344000,18514500,64839000,25.81321505,23.28879469,89.35297778,14.14004413,15.67277332,4.084922619,0.166908993,0.743862104
KRT,12/31/2021,2021,FY,18.3920587,1.049159892,0.438235571,-0.186927997,0.327351217,6.666442138,6.470021309,6.205686338,1.914320427,400247267.6,430281267.6,19.26303145,1.098843818,46.11674935,-108.1164958,3.256690542,3.256690542,1.181299534,12.51581685,49.57728627,-116.2294078,0.051912909,-0.009249282,0.297127746,0.175901618,0.873614707,3.343908464,16.59139785,0.386781942,0,0,0.143917264,0,0.018738048,1.426546837,0.033990951,1.232676225,0.005562206,12.10338949,0.118345403,0.101998439,-0.771191598,72108000,128135000,27298000,169473000,28307000,19269500,53716500,32.84402763,26.29135354,83.23270298,11.11313156,13.88289117,4.385295526,0.16906428,0.625163568
KRT,12/31/2020,2020,FY,19.47168209,1.154195193,0.958501883,-1.445297229,0.029518722,2.626902664,2.421787083,2.135099677,6.855591317,281681575,379787575,16.08046898,0.953179079,19.36355091,-12.84164919,8.692802587,8.692802587,1.285158857,10.35972654,26.10762185,-17.31422726,0.062187241,-0.077871618,3.04141464,0.544184557,2.676104746,1.849386837,5.043153678,0.87275018,0.002151365,0.034594965,0.132790558,0,0.017189018,2.507871039,0.123451025,4.257439608,0,7.446290363,0.160769985,0.098415088,-6.485487167,36640000,36755000,-61459000,135286000,22775000,19547000,42194500,29.44277506,35.49144109,86.5861003,12.39692927,10.28416961,4.215457201,0.54058141,2.403799112
KRT,12/31/2019,2019,FY,14.80645161,0.113495721,-0.002106649,-2.293811718,0.052797893,1.583541804,1.583541804,1.036273864,5.264516129,281926400,356340400,163.5303944,1.253507625,-8810.2,-8.091335419,17.91032336,17.91032336,1.584368859,30.79865169,-11135.6375,-10.22702982,0.006115071,-0.123588993,4.778349533,0.564036805,6.431633535,1.698591628,1.228114478,-0.014787431,0,0,0.17211329,0,0,-1087.84375,0.154777467,5.847639845,0,1.626740486,0.04714668,0.012928093,-4.904476629,25099000,24054000,-48272000,84119000,18403500,17067500,32473000,35.2357832,42.37038642,78.90134297,10.35878777,8.614507227,4.626030259,0.109522902,2.291705069
IFF,12/31/2023,2023,FY,45.01568627,-10.05882353,5.643137255,3.670588235,2.780392157,57.41960784,-17.05882353,57.29803922,41.34509804,20647350000,30761350000,-8.049649123,1.798706333,14.34840167,22.05913462,1.413137362,1.413137362,2.679793536,15.5911556,21.37689368,32.86469017,-0.124229017,0.045332694,0.695571829,0.328071535,5.126203751,1.674560937,2.186842105,-0.561013645,0.040005134,-0.32202729,0,0.055405523,0.613080251,0.349548297,0.043819148,0.440455342,0.005662514,113.8766634,0.034142693,-0.213999666,-50.2754902,2535000000,-4350000000,-10043000000,26482000000,1954500000,1398000000,2814000000,66.48793449,59.3125,106.6161557,5.489717838,6.153846154,3.423496165,-0.175552666,1.97254902
IFF,12/31/2022,2022,FY,48.78431373,-7.2,1.352941176,-0.631372549,1.933333333,69.77647059,-18.21176471,69.54509804,44.3372549,26734200000,37211200000,-14.56111111,2.149051447,77.49043478,-166.0509317,1.507510996,1.507510996,2.991254019,16.39982371,107.8585507,-231.1254658,-0.068676078,-0.006022249,0.618585767,0.309974569,4.617452622,1.988228999,3.244047619,-0.187908497,0.03029827,-0.441176471,0,0.048472669,0.633992653,1.466666667,0.040675241,0.429177269,0.003938907,106.142856,0.042904554,-0.141743226,-55.54901961,3694000000,-4644000000,-10165000000,30334000000,1862000000,1475000000,2833500000,53.34163987,62.44058391,138.7519604,6.842684268,5.845557123,2.630593462,-0.103529942,1.984313725
IFF,12/31/2021,2021,FY,47.96707819,1.102880658,5.913580247,4.279835391,2.942386831,87.33744856,-23.52674897,86.90534979,48.10288066,36607950000,47292950000,136.5968284,3.140695779,25.47526096,35.19995192,1.733495123,1.733495123,4.057391043,25.71666667,32.91089074,45.47399038,0.007320814,0.02840913,0.539823847,0.287312869,5.810222947,1.923203964,2.024221453,5.150537634,0.018220086,2.48880597,0,0.053963624,0.678965674,0.276270007,0.034059712,0.343425606,0.004632807,46.4385633,0.014178588,0.02103941,-61.94444444,3354000000,-5717000000,-11468000000,34662000000,1417671000,1043843500,1823928000,59.6851407,70.59462189,115.9373816,6.115424974,5.170365535,3.148251192,0.012690596,1.633744856
IFF,12/31/2020,2020,FY,45.3294253,3.254221572,6.366666072,4.656692998,5.856136659,57.24387047,-16.93835702,56.37412849,40.52459835,12207712080,15964394080,33.44578652,2.401089343,17.09528955,23.37280986,1.930672862,1.930672862,3.13997711,17.35992362,22.35602688,30.56532992,0.029899132,0.042784757,0.698006258,0.325584621,4.085072835,1.607268588,4.297992443,1.943800834,0.026424607,0.883791781,0,0.070190052,0.613796764,0.268582183,0.037723246,0.589482419,0.007080706,64.24727904,0.043916228,0.069719769,-46.49804301,1156073000,-1899840000,-4075285000,10934685000,976674500,533029500,1127462000,66.7179159,67.64527129,137.7838715,5.47079439,5.395794755,2.649076384,0.057725444,1.709973075
IFF,12/31/2019,2019,FY,45.90754336,4.071530643,6.24265402,4.080854902,5.419707768,56.52243538,-18.04958648,55.52849972,40.7292571,14445853320,18261101320,31.68832837,2.81043137,20.66749168,31.61592438,2.323491552,2.323491552,3.552685388,17.37274596,26.12591663,39.96590479,0.03155736,0.03162963,0.711252176,0.332801552,3.629646049,1.895736991,4.813089183,1.518604378,0.021702422,0.687713464,0,0.067338977,0.628379072,0.346294879,0.047090281,0.748609779,0.006708451,71.32275047,0.051627979,0.092321604,-44.85699007,1390354000,-2020940000,-4016276000,11419467000,980886000,490877000,1100802500,72.71526205,61.53455712,135.4061194,5.019578968,5.931626343,2.695594568,0.07332326,2.161799118
ROG,12/31/2023,2023,FY,48.83870968,3.043010753,7.064516129,4,7.080645108,67.68817204,41.6827957,67.68817204,2.430107527,2456502000,2375202001,43.40109541,2.704207398,18.69484018,33.0175,1.951153296,1.951153296,2.61470938,19.90948869,18.07611873,31.92475808,0.023040893,0.030286969,0.026926132,0.022343791,-0.681475264,4.526632302,6.03539823,2.32155477,0,0,0.219837076,0.039299868,0.318810968,0.433789954,0.062747688,1.115459883,0.015741964,68.07684111,0.039130134,0.05476536,5.849462312,410500000,775300000,268700000,1279400000,215773500,53821000,167951000,84.94165566,30.53301181,93.17728255,4.297067171,11.95427435,3.917263844,0.044956315,3.064516129
ROG,12/31/2022,2022,FY,51.70203365,6.207410562,6.892089012,0.674669932,12.55589864,62.41833475,36.5405132,62.41833475,12.0496167,2241682560,2222625560,19.22540789,2.308226419,17.31550475,176.8864957,1.911938223,1.911938223,2.288603717,10.2666905,17.16830211,175.3827476,0.052014501,0.005653343,0.184903443,0.13169187,-0.088027567,4.629443583,15.12852205,1.110024093,0,0,0.221925902,0.036252112,0.29527692,0.902109516,0.120254826,2.545565509,0.01215028,93.36897335,0.086373699,0.100506411,0.980262457,517330000,686377000,186119000,1361834000,211512500,61001000,157893000,82.73893578,32.19201238,102.4011622,4.411465975,11.33821632,3.564412671,0.099448513,6.21741908
ROG,12/31/2021,2021,FY,49.80438845,5.771181464,6.63942128,2.842240137,12.40168704,59.7349314,30.55645721,59.7349314,10.43959212,5113563000,5071267000,47.30400555,5.481444678,41.11804154,96.05099741,4.570190232,4.570190232,5.436105805,38.3066714,40.77794038,95.25652729,0.021139859,0.010411136,0.17249876,0.120738212,-0.319489976,3.562479796,35.13485804,1.150092941,0,0,0.204154634,0.032055364,0.341895174,0.571914476,0.076241899,1.643216893,0.01822302,88.07198986,0.058157992,0.10275431,-1.522849821,420116000,572353000,104394000,1293625000,183430000,50323500,117872000,79.37783395,40.43001506,83.40113097,4.598261024,9.02794618,4.376439453,0.096613176,3.797181144
ROG,12/31/2020,2020,FY,42.96252877,2.675980943,8.835501311,6.673679139,10.26631337,54.64134682,33.86098175,54.64134682,2.096515176,2900972490,2734187490,58.03105601,3.61454515,17.57568637,23.26902399,2.841987049,2.841987049,3.406734867,30.84041114,16.56521114,21.9312229,0.017232152,0.042975589,0.031378734,0.02534009,-1.881260152,4.252347344,2.414996496,3.301780356,0,0,0.224379285,0.036532047,0.307117456,0.244674535,0.050318783,0.565418271,0.016860561,57.35792938,0.011938447,0.057078786,6.568251164,362666000,632557000,230925000,1023242000,156507000,34503000,117609500,74.57600024,25.71692742,73.1482116,4.894335964,14.19298636,4.989869089,0.048973554,2.161822172
